review_id,company,employee_role,employee_detail,review_text,review_date,star_rating,sentiment,annotated,predicted_sentiment
84663424,Amaggi,Vigilante Patrimonial,Funcionário(a) atual,"Trata o funcionário com respeito e tem bons benefícios, não só para o funcionário, para a família.",2024-02-22,5.0,1,0,1
84663424,Amaggi,Vigilante Patrimonial,Funcionário(a) atual,Salário poderia ser melhor pela função exercida.,2024-02-22,5.0,-1,0,2
84697090,Amaggi,Supervisor/Coordenador,"Funcionário(a) atual, mais de 10 anos",Excelente empresa para si trabalhar humana pensa nas pessoas. Muito bom estilo de liderança,2024-02-24,5.0,1,0,1
84697090,Amaggi,Supervisor/Coordenador,"Funcionário(a) atual, mais de 10 anos",Melhor recepção de novos colaboradores,2024-02-24,5.0,-1,0,2
84513128,Amaggi,Assistente De Operações Agrícolas,"Ex-funcionário(a), menos de um ano","ambiente de trabalho muito bom, ótimos benefícios, fazenda bem estruturada",2024-02-19,4.0,1,0,1
84513128,Amaggi,Assistente De Operações Agrícolas,"Ex-funcionário(a), menos de um ano",a cidade que fazenda se localiza tem u custo de vida cara,2024-02-19,4.0,-1,0,2
83803674,Amaggi,Analista De PCM,Funcionário(a) atual,Cultura e ambiente humanizado de trabalho,2024-01-28,4.0,1,0,1
83803674,Amaggi,Analista De PCM,Funcionário(a) atual,Apenas a localização geografia é ruim,2024-01-28,4.0,-1,0,2
83525845,Amaggi,Coordenador Suprimentos,Funcionário(a) atual,"Empresa de bom clima organizacional
Equilibrio entre vida profissional e pessoal
Empresa crescendo e abrindo novas oportunidades",2024-01-19,4.0,1,0,1
83525845,Amaggi,Coordenador Suprimentos,Funcionário(a) atual,"Ser 100% presencial em Cuiabá
Crescimento lento
Cultura familiar",2024-01-19,4.0,-1,0,2
83429978,Amaggi,Supervisor/Coordenador,Funcionário(a) atual,"Vale alimentação
Plano de saúde
Plano odontológico
PPR- Participação nos Lucros",2024-01-16,5.0,1,0,1
83429978,Amaggi,Supervisor/Coordenador,Funcionário(a) atual,"Precisa viajar bastante
Níveis de pressão altos
Não tem transporte para colaboradores
Local de trabalho fora da cidade",2024-01-16,5.0,-1,0,2
82983501,Amaggi,Estagiário Jurídico,"Ex-funcionário(a), mais de um ano","Recebe VA no valor de 675 assim como todos os funcionários, mais seguro e plano de saúde ou VT com coparticipação. Empresa de muitas frentes, vale a pena pois se aprende muito.",2024-01-02,3.0,1,0,1
82983501,Amaggi,Estagiário Jurídico,"Ex-funcionário(a), mais de um ano","Muitos prazos e metas a serem cumpridos, gestores pesam em cima do estagiário por falta de colaborador bom.",2024-01-02,3.0,-1,0,2
83443159,Amaggi,Operador De Produção,Funcionário(a) atual,"Empresa muito boa, eu gosto de trabalhar na mesma",2024-01-17,5.0,1,0,1
83443159,Amaggi,Operador De Produção,Funcionário(a) atual,Empresa que ainda tem melhorar,2024-01-17,5.0,-1,0,2
84718079,Abaco Tecnologia de Informação Ltda,Analista De Negócios Sênior,"Funcionário(a) atual, mais de 5 anos",Gosto do ambiente de trabalho e plataforma utilizada pela empresa,2024-02-25,5.0,1,0,1
84718079,Abaco Tecnologia de Informação Ltda,Analista De Negócios Sênior,"Funcionário(a) atual, mais de 5 anos",Não há algo que eu possa apontar como contra.,2024-02-25,5.0,0,1,0
82441417,Abaco Tecnologia de Informação Ltda,Analista Pleno,Funcionário(a) atual,"Os funcionários são a alma da empresa, e até hoje não encontrei pessoas ruins ali.
Média salarial ok.
",2023-12-08,3.0,1,0,1
82441417,Abaco Tecnologia de Informação Ltda,Analista Pleno,Funcionário(a) atual,"Gerência antiga, ou seja, gerenciam a empresa como se estivessem em 2000. Não evoluíram com o tempo.
Falta de benefícios, plano de carreira e valorização do colaborador.",2023-12-08,3.0,-1,0,2
79759611,Abaco Tecnologia de Informação Ltda,Analista De Negócios Sênior,Funcionário(a) atual,Salário; Trabalho híbrido; Para quem está começando na vida profissional é um bom aprendizado para criar 'casca'.,2023-09-04,3.0,1,0,1
79759611,Abaco Tecnologia de Informação Ltda,Analista De Negócios Sênior,Funcionário(a) atual,"Não tem plano de saúde viável; Acúmulo de trabalho em poucas pessoas; Maioria dos gerentes despreparados, estão neste cargo por amizade com o proprietário ou por tempo de empresa e não por competência; Alguns colegas fazem o que querem e nada acontece, isso desmotiva; O trabalho que o colega deixa de fazer é empurrado para outro, mesmo que esteja sobrecarregado com suas atividades; Não há plano de carreira; As informações sobre assuntos que interessam aos funcionários quase sempre não são tratadas da forma correta, comunicação muito ruim; Há uma grande disputa entre os gerentes, cada um deles acha que a empresa é de sua propriedade, não pensam no coletivo; Esse é o resumo.",2023-09-04,3.0,-1,0,2
79589896,Abaco Tecnologia de Informação Ltda,Analista De Negócios Pleno,"Funcionário(a) atual, mais de 5 anos",Salário em dia. Mas isso é obrigação da empresa...,2023-08-29,2.0,1,0,1
79589896,Abaco Tecnologia de Informação Ltda,Analista De Negócios Pleno,"Funcionário(a) atual, mais de 5 anos","Nessa empresa não existe RH, apenas departamento pessoal... Amadorismo puro",2023-08-29,2.0,-1,0,2
79998242,Abaco Tecnologia de Informação Ltda,Analista De Sistemas Pleno,"Ex-funcionário(a), mais de um ano","Vale Alimentação, Vale Transporte, Salario.",2023-09-12,5.0,1,0,1
79998242,Abaco Tecnologia de Informação Ltda,Analista De Sistemas Pleno,"Ex-funcionário(a), mais de um ano","Sobre carga de Serviço, Muito trabalho e pouco funcionário.",2023-09-12,5.0,-1,0,2
78823721,Abaco Tecnologia de Informação Ltda,CONTADOR,Funcionário(a) atual,O ambiente de trabalho e muito bom o salario também e bom,2023-08-03,4.0,1,0,1
78823721,Abaco Tecnologia de Informação Ltda,CONTADOR,Funcionário(a) atual,"Não tem plano de saúde, e o ticket alimentação valor muito baixo",2023-08-03,4.0,-1,0,2
77046744,Abaco Tecnologia de Informação Ltda,Analista,"Funcionário(a) atual, menos de um ano","Empresa muito boa, muito parceira",2023-06-03,5.0,1,0,1
77046744,Abaco Tecnologia de Informação Ltda,Analista,"Funcionário(a) atual, menos de um ano","Nada a declarar, a empresa é boa",2023-06-03,5.0,1,1,1
75224660,Abaco Tecnologia de Informação Ltda,Técnico De Suporte Júnior,"Ex-funcionário(a), mais de 3 anos",Vale alimentação - VR Vale transporte,2023-04-05,4.0,1,0,1
75224660,Abaco Tecnologia de Informação Ltda,Técnico De Suporte Júnior,"Ex-funcionário(a), mais de 3 anos",Xxxxxxx xxxxxxx xxxxx xxxx xxxx,2023-04-05,4.0,0,1,0
73800353,Abaco Tecnologia de Informação Ltda,Analista De Sistemas Pleno,"Funcionário(a) atual, mais de 5 anos","Empresa consolidada no mercado, mantém seus seus compromissos com seus funcionários, muita experiencia na área em que atua e com excelentes profissionais.",2023-02-20,4.0,1,0,1
73800353,Abaco Tecnologia de Informação Ltda,Analista De Sistemas Pleno,"Funcionário(a) atual, mais de 5 anos",Falta adicionar tecnologias mais atuais ao mercado.,2023-02-20,4.0,-1,0,2
73441712,Abaco Tecnologia de Informação Ltda,Analista De Negócios Júnior,"Funcionário(a) atual, mais de 5 anos","Permite trabalhar de forma home office e os colaboradores normalmente ficam muitos anos na empresa, pois ela dificilmente demite funcionários.",2023-02-08,4.0,1,0,1
73441712,Abaco Tecnologia de Informação Ltda,Analista De Negócios Júnior,"Funcionário(a) atual, mais de 5 anos","Pouca valorização, limitação do reconhecimento profissional",2023-02-08,4.0,-1,0,2
72522531,Abaco Tecnologia de Informação Ltda,Analista De Requisitos,"Ex-funcionário(a), mais de um ano","Aprendizado, adquirir resiliência. Paciência também foi bem trabalhado.",2023-01-11,2.0,1,0,1
72522531,Abaco Tecnologia de Informação Ltda,Analista De Requisitos,"Ex-funcionário(a), mais de um ano",Salário e benefícios de ticket refeição baixo. Frieza com os funcionários.,2023-01-11,2.0,-1,0,2
71391162,Abaco Tecnologia de Informação Ltda,Funcionário confidencial,"Ex-funcionário(a), mais de um ano",Nao sei dizer nada sobre isso.,2022-11-25,1.0,0,1,0
71391162,Abaco Tecnologia de Informação Ltda,Funcionário confidencial,"Ex-funcionário(a), mais de um ano","Poucos benefícios, valores defasados. Empresa não se preocupa com o clima e qualidade de vida dos funcionários, Panelinhas, instigam a competitivodade tóxica entre os colabores. Favoritismo dr outros. FOI a pior empresa em que eu já estive.",2022-11-25,1.0,-1,0,2
70859119,Abaco Tecnologia de Informação Ltda,Funcionário confidencial,Funcionário(a) atual,"Paga o salário em dia, e por não haver muita organização é possível aprender de tudo um pouco.",2022-11-07,2.0,1,0,1
70859119,Abaco Tecnologia de Informação Ltda,Funcionário confidencial,Funcionário(a) atual,"Não há organização no processo de software, ela trabalha por momentos. Muito desorganizada e sem visão de futuro alguma.",2022-11-07,2.0,-1,0,2
68861222,Abaco Tecnologia de Informação Ltda,Analista De Sistemas,"Ex-funcionário(a), mais de um ano",Apenas a possibilidade de trabalho home office,2022-09-08,1.0,1,0,2
68861222,Abaco Tecnologia de Informação Ltda,Analista De Sistemas,"Ex-funcionário(a), mais de um ano","Salário abaixo do mercado, nenhuma preocupação com o bem estar do colaborador, benefícios apenas o básico do básico, nenhum tipo de plano de carreira, gestores despreparados, projetos desorganizados e mal documentados, enfim a poçior empresa que trabalhei.",2022-09-08,1.0,-1,0,2
68139607,Abaco Tecnologia de Informação Ltda,Funcionário confidencial,"Funcionário(a) atual, mais de 3 anos","- Paga Salário em dia

- Trabalho Home Office

- Boa para inicio de carreira",2022-08-20,4.0,1,0,1
68139607,Abaco Tecnologia de Informação Ltda,Funcionário confidencial,"Funcionário(a) atual, mais de 3 anos","- Sem Plano de Carreiras Definido, para conseguir aumento somente quando informa que vai sair

- Muita Falta de Informação dos processos a serem executados

- Poucos benefícios",2022-08-20,4.0,-1,0,2
70015753,Abaco Tecnologia de Informação Ltda,Analista,"Ex-funcionário(a), mais de 5 anos","Salário em dia, localização boa, clima boa.",2022-10-11,1.0,1,0,1
70015753,Abaco Tecnologia de Informação Ltda,Analista,"Ex-funcionário(a), mais de 5 anos","Paga mal, só valoriza os gerentes não escutam os subordinados. Gerentes mal preparados para trabalhar com recursos humanos e desatualizados do mercado de TI.",2022-10-11,1.0,-1,0,2
69510295,Abaco Tecnologia de Informação Ltda,Analista De Suporte I,"Ex-funcionário(a), mais de 5 anos","Empresa paga em dia.

Tem umas média salarial boa.",2022-09-27,3.0,1,0,1
69510295,Abaco Tecnologia de Informação Ltda,Analista De Suporte I,"Ex-funcionário(a), mais de 5 anos","Zero benefícios, não ajuda nada o funcionário, cada um por si, sem oportunidade.",2022-09-27,3.0,-1,0,2
69044535,Abaco Tecnologia de Informação Ltda,Analista,"Ex-funcionário(a), mais de 5 anos",Existe um clima muito amistoso no trabalho,2022-09-14,4.0,1,0,2
69044535,Abaco Tecnologia de Informação Ltda,Analista,"Ex-funcionário(a), mais de 5 anos",Poucos benefícios e falta de um plano de desenvolvimento,2022-09-14,4.0,-1,0,2
68952889,Abaco Tecnologia de Informação Ltda,Analista De Sistemas,Funcionário(a) atual,Pensando alguma coisa boa sobre prós.,2022-09-12,4.0,0,1,0
68952889,Abaco Tecnologia de Informação Ltda,Analista De Sistemas,Funcionário(a) atual,Sem comentários sobre coisas contra.,2022-09-12,4.0,0,1,0
67402809,Abaco Tecnologia de Informação Ltda,Analista De Sistemas Desenvolvedor,Funcionário(a) atual,A empresa sempre está de portas abertas para quem saiu e precisou voltar.,2022-08-01,3.0,1,0,1
67402809,Abaco Tecnologia de Informação Ltda,Analista De Sistemas Desenvolvedor,Funcionário(a) atual,Falta reconhecimento e um plano de carreiras mais bem definidos. Benefícios para os funcionários são bem limitados.,2022-08-01,3.0,-1,0,2
67980596,Abaco Tecnologia de Informação Ltda,Analista De Suporte Júnior,"Funcionário(a) atual, mais de 3 anos",Equipe e gerencia sempre presentes,2022-08-16,4.0,1,0,1
67980596,Abaco Tecnologia de Informação Ltda,Analista De Suporte Júnior,"Funcionário(a) atual, mais de 3 anos","Falta de treinamentos praticos, focados na resolução das demandas

Esta voltando para o sistema hibrido e presencial.",2022-08-16,4.0,-1,0,2
67827325,Abaco Tecnologia de Informação Ltda,Analista De Negócios Pleno,"Funcionário(a) atual, mais de 5 anos","Salário em dia, pagamento acima da média do mercado",2022-08-11,4.0,1,0,1
67827325,Abaco Tecnologia de Informação Ltda,Analista De Negócios Pleno,"Funcionário(a) atual, mais de 5 anos",Poucos benefícios para os funcionários,2022-08-11,4.0,-1,0,2
67164500,Abaco Tecnologia de Informação Ltda,Desenvolvedor De Sistemas,"Ex-funcionário(a), mais de 3 anos",Entrega boa pra iniciar carreira. Pessoas seria e comprometidas,2022-07-26,3.0,1,0,1
67164500,Abaco Tecnologia de Informação Ltda,Desenvolvedor De Sistemas,"Ex-funcionário(a), mais de 3 anos","Em termos tecnológico anda muito devagar, para uma empresa desse porte.",2022-07-26,3.0,-1,0,2
64097338,Abaco Tecnologia de Informação Ltda,Analista De Projetos,"Ex-funcionário(a), mais de um ano","Mesmo eu tendo um bom currículo, boas experiências de mercado, 2 formações acadêmicas e uma pós graduação, o salário era muito abaixo, mas foi o que surgiu primeiro, e o salário pelo menos era pago em dia.",2022-05-13,1.0,0,1,0
64097338,Abaco Tecnologia de Informação Ltda,Analista De Projetos,"Ex-funcionário(a), mais de um ano","Clima ruim de trabalho, sem dúvida um dos piores lugares que já trabalhei. Salários abaixo da média, e benefícios somente os obrigatórios.",2022-05-13,1.0,-1,0,2
58462382,Abaco Tecnologia de Informação Ltda,Analista De Sistemas Desenvolvedor,"Ex-funcionário(a), mais de 5 anos",Dá oportunidade para o colaborador crescer profissionalmente e aprender novas habilidades,2022-01-24,5.0,1,0,1
58462382,Abaco Tecnologia de Informação Ltda,Analista De Sistemas Desenvolvedor,"Ex-funcionário(a), mais de 5 anos",Não possui um plano de carreira bem definido,2022-01-24,5.0,-1,0,2
57799878,Abaco Tecnologia de Informação Ltda,Funcionário confidencial,Funcionário(a) atual,"Aprendizado constante, muitas informações e sistema bacana",2022-01-12,3.0,1,0,1
57799878,Abaco Tecnologia de Informação Ltda,Funcionário confidencial,Funcionário(a) atual,falta comunicação dos gestores e paciência,2022-01-12,3.0,-1,0,2
57210148,Abaco Tecnologia de Informação Ltda,Técnico Suporte N2,Funcionário(a) atual,"- Colaboradores

- Flexibilidade

- Benefícios

- Home Office

- Chances de crescimento",2021-12-29,4.0,1,0,1
57210148,Abaco Tecnologia de Informação Ltda,Técnico Suporte N2,Funcionário(a) atual,"- Funções não definidas

- Projetos",2021-12-29,4.0,-1,0,2
56967705,Abaco Tecnologia de Informação Ltda,Consultor TI,Funcionário(a) atual,"Boa empresa, possibilidade de crescimento, híbrido ou home office",2021-12-21,4.0,1,0,1
56967705,Abaco Tecnologia de Informação Ltda,Consultor TI,Funcionário(a) atual,"Pouco benefício, altas viagens, localização centro oeste",2021-12-21,4.0,-1,0,2
50982764,Abaco Tecnologia de Informação Ltda,Funcionário confidencial,Funcionário(a) atual,Colegas sempre dispostos a ajudar quando necessário. Projeto de grande porte com possibilidade de aprendizado constante.,2021-08-11,4.0,1,0,1
50982764,Abaco Tecnologia de Informação Ltda,Funcionário confidencial,Funcionário(a) atual,"RH ausente, falha de comunicação constante e gerência ausente na maioria das vezes quando há necessidade de conversar.",2021-08-11,4.0,-1,0,2
51101866,Abaco Tecnologia de Informação Ltda,Analista De Negócios Pleno,Funcionário(a) atual,"Pagamento sempre em dia, nunca houveram atrasos desde quando entrei;",2021-08-13,3.0,1,0,1
51101866,Abaco Tecnologia de Informação Ltda,Analista De Negócios Pleno,Funcionário(a) atual,Má gestão de pessoas; Falta de mão de obra; Falhas de Comunicação,2021-08-13,3.0,-1,0,2
50085799,Abaco Tecnologia de Informação Ltda,Analista De Sistemas Júnior,"Funcionário(a) atual, mais de 3 anos",Não há muita pressão para executar o trabalho proposto,2021-07-21,3.0,1,0,1
50085799,Abaco Tecnologia de Informação Ltda,Analista De Sistemas Júnior,"Funcionário(a) atual, mais de 3 anos","Falta orientação do que ser feito, padronização",2021-07-21,3.0,-1,0,2
49390341,Abaco Tecnologia de Informação Ltda,Analista De Negócios Júnior,Funcionário(a) atual,Uma boa empresa para trabalhar.,2021-07-06,4.0,1,0,1
49390341,Abaco Tecnologia de Informação Ltda,Analista De Negócios Júnior,Funcionário(a) atual,Falta de reconhecimento e reclassificação por parte de alguns gerente.,2021-07-06,4.0,-1,0,2
34639566,Abaco Tecnologia de Informação Ltda,Analista De Sistemas Sênior,"Funcionário(a) atual, mais de 8 anos","A Ábaco T.I. é uma empresa baseada no centro-oeste Brasileiro e especializada no desenvolvimento de sistemas para gestão pública. Atua em diversos estados brasileiros atendendo entidades públicas como secretarias de estado, prefeituras e autarquias a gerir e exercer as atividades estatais com qualidade e eficiência. É uma referência em serviços de TI para o setor público no Brasil.



Nesta empresa você será desafiado a expandir suas capacidade e terá certamente a oportunidade de vivenciar na prática o dia a dia de uma empresa que desenvolve softwares a mais de 20 anos, atendendo grandes clientes, criando, evoluindo e mantendo grandes sistemas de missão crítica.",2020-08-05,5.0,1,0,1
34639566,Abaco Tecnologia de Informação Ltda,Analista De Sistemas Sênior,"Funcionário(a) atual, mais de 8 anos",Talvez falte avançar na implementação de programas de evolução e transição de carreiras.,2020-08-05,5.0,-1,0,2
27147570,Abaco Tecnologia de Informação Ltda,Programador I Júnior,Funcionário(a) atual,"Empresa paga salário em dia e está sempre preocupada com o bem estar do funcionário, possibilitando ao funcionário algumas 'regalias' em relação aos horários.",2016-03-23,3.0,1,0,1
27147570,Abaco Tecnologia de Informação Ltda,Programador I Júnior,Funcionário(a) atual,"Por trabalhar como outsourcing, meu relacionamento com a empresa era quase inexistente. Somente vou na sede da empresa para assinar um ou outro documento.",2016-03-23,3.0,0,1,0
27091493,Abaco Tecnologia de Informação Ltda,Programador,"Ex-funcionário(a), menos de um ano",Estrutura fisica razoavel. Ambiente limpo. Salario em dia. Oportunidade de Ter experiencia em um Ambiente real de producao de softwares que se encontram em uso.,2018-10-30,3.0,1,0,1
27091493,Abaco Tecnologia de Informação Ltda,Programador,"Ex-funcionário(a), menos de um ano",Monitoramento excessivo. Falta de liberdades criativas. Impossibilidade de Aprender outras Tecnologias. Alta rotatividade de funcionarios. Salario baixo e pago em 2 vezes no mes.,2018-10-30,3.0,-1,0,2
41620294,Abaco Tecnologia de Informação Ltda,Analista de Sistemas Sênior,"Funcionário(a) atual, mais de 8 anos","Não atrasa salários, média salarial compatível com o mercado, ótimo ambiente de trabalho, ótimos colegas de trabalho, aprende-se muito devido aos desafios e complexidades que se apresentam no dia a dia.",2021-01-29,4.0,1,0,1
41620294,Abaco Tecnologia de Informação Ltda,Analista de Sistemas Sênior,"Funcionário(a) atual, mais de 8 anos",Não tem uma política de carreiras bem definida e demora-se muito para que uma avaliação profissional ocorra.,2021-01-29,4.0,-1,0,2
26853968,Abaco Tecnologia de Informação Ltda,Analista De Suporte,"Ex-funcionário(a), menos de um ano","Pagamento em dia rigorosamente, apesar que trabalhei em atendimento a um órgão público, meu gestor sempre me ligava preocupado com meu bem estar e perguntando sobre o ambiente de trabalho.",2017-05-20,5.0,1,0,1
26853968,Abaco Tecnologia de Informação Ltda,Analista De Suporte,"Ex-funcionário(a), menos de um ano","Salário era bom, mas fica estagnado. Não há um plano de carreira. Vale Alimentação muito baixo, não bancava o almoço do mês ao qual muitas das vezes saia do bolso.",2017-05-20,5.0,-1,0,2
26831341,Abaco Tecnologia de Informação Ltda,Desenvolvedor Genexus,Funcionário(a) atual,"A empresa tem uma boa flexibilidade de horário, com as devidas compensações posteriores. Paga os salários em dia. Ambiente saudável e equilibrado e liberdade para desenvolver o trabalho. Além de ser bem localizado.",2017-03-10,3.0,1,0,1
26831341,Abaco Tecnologia de Informação Ltda,Desenvolvedor Genexus,Funcionário(a) atual,"Salário abaixo da média, poderia ter um plano de cargos e carreiras mais transparente, pelo porte da empresa poderia oferecer aos funcionários PLR, incentivo a idiomas, ou seja, poderia oferecer mais benefícios.",2017-03-10,3.0,-1,0,2
26972708,Abaco Tecnologia de Informação Ltda,Assistente Administrativo,Funcionário(a) atual,Reconhecimento. Plano de carreira. Benefícios e oportunidade de desenvolvimento profissional e pessoal em um âmbito global. Programa de qualidade de vida,2018-02-21,5.0,1,0,1
26972708,Abaco Tecnologia de Informação Ltda,Assistente Administrativo,Funcionário(a) atual,Falta de oportunidade. A empresa não paga por entrega e sim por tempo de casa e por isso acaba desmotivado colaboradores que realmente faz a diferença.,2018-02-21,5.0,-1,0,2
